cc,aggcode,aggname,typeofsensitivearea,sizecat,generatedload_10th,generatedload_9th,generatedload_delta,connectedload_10th,connectedload_9th,iasload_10th,iasload_9th,dischargewithouttreatment_10th,dischargewithouttreatment_9th,gp_10th,art3_10th,art4_10th,art5_10th,art6_10th,dtt3_10th,dtt4t_10th,dtt4p_10th,dtt5t_10th,dtt5p_10th,gp_9th,art3_9th,art4_9th,art5_9th,art6_9th,dtt3_9th,dtt4t_9th,dtt4p_9th,dtt5t_9th,dtt5p_9th,flagginv,flaggmeasures,nb_uwwtp,nb_uwwtp_conn,nb_dcp,near_natura2000_uww_impacted,near_natura2000_uww_impacted_intensity,wfd_ecologicalstatus,wfd_chemicalstatus,wfd_uwwtd_status_point_p11,wfd_uwwtd_status_point_p12,wfd_uwwtd_status_diffuse_p26,spztype_catchmentOfSensitiveArea,spztype_coastalSensitiveArea,spztype_lakeSensitiveArea,spztype_otherProtectedArea,spztype_riverSensitiveArea,spztype_transitionalSensitiveArea,spztype_freshwaterFishDesignatedWater,spztype_shellfishDesignatedWater,spztype_drinkingWaterProtectionArea,spztype_nitrateVulnerableZone,score,status,x,y
bg,BGAG20331_00,Debren,NA,1,2555,2555.0,0.0,2427,2427.0,0,0.0,128,128.0,NC,NC,NC,NR,NR,128,2427,2427,0,0,NC,NC,NC,NR,NR,128.0,2427.0,2427.0,0.0,0.0,0.28,Building of a collecting system or IAS,0,1,0,0,,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.825514,41.59013
bg,BGAG22006_00,Dolna Banya,CSA,1,6050,6050.0,0.0,5566,5566.0,0,0.0,484,484.0,NC,NC,NC,NR,NR,484,5566,5566,0,0,NC,NC,NC,NR,NR,484.0,5566.0,5566.0,0.0,0.0,1.34,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.760214,42.311111
bg,BGAG23008_00,Dorkovo,CSA,1,2629,2629.0,0.0,2576,2576.0,0,0.0,53,53.0,NC,C,NC,NR,NR,53,2576,2576,0,0,NC,C,NC,NR,NR,53.0,2576.0,2576.0,0.0,0.0,,,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.133129,42.048824
bg,BGAG23025_00,Dospat,NA,1,2443,2443.0,0.0,2077,2077.0,0,0.0,366,366.0,NC,NC,NC,NR,NR,366,2077,2077,0,0,NC,NC,NC,NR,NR,366.0,2077.0,2077.0,0.0,0.0,1.17,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.150983,41.646733
bg,BGAG23234_00,Draginovo,CSA,1,4714,4714.0,0.0,3158,3158.0,0,0.0,1556,1556.0,NC,NC,NC,NR,NR,1556,3158,3158,0,0,NC,NC,NC,NR,NR,1556.0,3158.0,3158.0,0.0,0.0,5.38,Building of a collecting system or IAS,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.012667,42.066338
bg,BGAG35300_00,Kalekovets,CSA,1,2625,2552.0,73.0,473,0.0,0,0.0,2153,2552.0,NC,NC,NC,NR,NR,2153,473,473,0,0,NC,NC,NR,NR,NR,2552.0,0.0,0.0,0.0,0.0,7.73,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.823822,42.236385
bg,BGAG35496_00,Kalofer,CSA,1,3020,2861.0,159.0,2718,2575.0,0,0.0,302,286.0,NC,NC,NC,NR,NR,302,2718,2718,0,0,NC,NC,NC,NR,NR,286.0,2575.0,2575.0,0.0,0.0,0.89,Building of a collecting system or IAS,0,1,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.974847,42.611157
bg,BGAG35523_00,Kaloyanovo,CSA,1,2545,2473.0,72.0,127,173.0,0,0.0,2418,2300.0,NC,NC,NC,NR,NR,2418,127,127,0,0,NC,NC,NC,NR,NR,2300.0,173.0,173.0,0.0,0.0,8.71,Building of a collecting system or IAS,0,1,0,0,,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.731412,42.355135
bg,BGAG36525_00,Karnobat,CSA,2,18716,18834.0,-118.0,18214,16762.0,502,0.0,0,2072.0,NC,QC,NC,NC,NR,0,18214,18214,18214,18214,NC,NC,NC,NC,NR,2072.0,16762.0,16762.0,16762.0,16762.0,2.81,Renewal of the collecting system,0,2,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,26.985538,42.651326
bg,BGAG36676_00,Katunitsa,CSA,1,3426,2470.0,956.0,857,494.0,0,0.0,2570,1976.0,NC,NC,NC,NR,NR,2570,857,857,0,0,NC,NC,NC,NR,NR,1976.0,494.0,494.0,0.0,0.0,9.2,Building of a collecting system or IAS,0,1,0,0,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.86892,42.10161
bg,BGAG37491_00,Kovachevo,NI,1,2355,2355.0,0.0,0,0.0,0,0.0,2355,2355.0,NC,NC,NC,NR,NR,2355,0,0,0,0,NC,NC,NR,NR,NR,2355.0,0.0,0.0,0.0,0.0,8.49,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.198131,42.204624
bg,BGAG38558_00,Koprivshtitsa,CSA,1,2194,2194.0,0.0,1975,1975.0,0,0.0,219,219.0,NC,NC,NC,NR,NR,219,1975,1975,0,0,NC,NC,NC,NR,NR,219.0,1975.0,1975.0,0.0,0.0,30.0,Building of a collecting system or IAS,0,1,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.358299,42.640145
bg,BGAG38563_00,Koprinka,NI,1,2610,2627.0,-17.0,0,0.0,0,0.0,2610,2627.0,NC,NC,NC,NR,NR,2610,0,0,0,0,NC,NC,NR,NR,NR,2627.0,0.0,0.0,0.0,0.0,9.41,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.330888,42.632296
bg,BGAG38844_00,Kostandovo,CSA,1,4079,4079.0,0.0,3997,3997.0,0,0.0,82,82.0,NC,C,NC,NR,NR,82,3997,3997,0,0,NC,C,NC,NR,NR,82.0,3997.0,3997.0,0.0,0.0,,,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.113009,42.023526
bg,BGAG38902_00,Kostenets,CSA,1,6291,6291.0,0.0,5788,5788.0,0,0.0,503,503.0,NC,NC,NC,NR,NR,503,5788,5788,0,0,NC,NC,NC,NR,NR,503.0,5788.0,5788.0,0.0,0.0,1.39,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.858087,42.310216
bg,BGAG38916_00,Kostenets,CSA,1,3470,3470.0,0.0,2776,2776.0,0,0.0,694,694.0,NC,NC,NC,NR,NR,694,2776,2776,0,0,NC,NC,NC,NR,NR,694.0,2776.0,2776.0,0.0,0.0,2.3,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.824487,42.267878
bg,BGAG39270_00,Kraishte,NA,1,2472,2472.0,0.0,2348,2348.0,0,0.0,124,124.0,NC,NC,NC,NR,NR,124,2348,2348,0,0,NC,NC,NC,NR,NR,124.0,2348.0,2348.0,0.0,0.0,0.27,Building of a collecting system or IAS,0,1,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.584858,41.913963
bg,BGAG40004_00,Krumovo,CSA,1,2881,2865.0,16.0,461,372.0,0,0.0,2420,2493.0,NC,NC,NC,NR,NR,2420,461,461,0,0,NC,NC,NC,NR,NR,2493.0,372.0,372.0,0.0,0.0,8.69,Building of a collecting system or IAS,0,1,0,0,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.820871,42.085723
bg,BGAG40052_00,Krupnik,CSA,1,2224,2224.0,0.0,2002,2002.0,0,0.0,222,222.0,NC,NC,NC,NR,NR,222,2002,2002,0,0,NC,NC,NC,NR,NR,222.0,2002.0,2002.0,0.0,0.0,0.65,Building of a collecting system or IAS,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.113137,41.856834
bg,BGAG40292_00,Kran,CSA,1,3275,3437.0,-162.0,1638,1100.0,0,0.0,1638,2337.0,NC,NC,NC,NR,NR,1638,1638,1638,0,0,NC,NC,NC,NR,NR,2337.0,1100.0,1100.0,0.0,0.0,5.78,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.380123,42.666066
bg,BGAG40717_00,Kurtovo konare,CSA,1,2577,2602.0,-25.0,180,260.0,0,0.0,2397,2342.0,NC,NC,NC,NR,NR,2397,180,180,0,0,NC,NC,NC,NR,NR,2342.0,260.0,260.0,0.0,0.0,8.63,Building of a collecting system or IAS,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.49977,42.093
bg,BGAG44570_00,Lyubimets,CSA,1,7159,7159.0,0.0,7016,7016.0,0,0.0,143,143.0,NC,C,NC,NR,NR,143,7016,7016,0,0,NC,C,NC,NR,NR,143.0,7016.0,7016.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,26.081029,41.844496
bg,BGAG47086_00,Manole,CSA,1,2880,2795.0,85.0,490,0.0,0,0.0,2390,2795.0,NC,NC,NC,NR,NR,2390,490,490,0,0,NC,NC,NR,NR,NR,2795.0,0.0,0.0,0.0,0.0,8.58,Building of a collecting system or IAS,0,1,0,0,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.936659,42.189937
bg,BGAG49432_00,Musomishta,NA,1,2087,2087.0,0.0,1878,1878.0,0,0.0,209,209.0,NC,NC,NC,NR,NR,209,1878,1878,0,0,NC,NC,NC,NR,NR,209.0,1878.0,1878.0,0.0,0.0,0.61,Building of a collecting system or IAS,0,1,0,0,,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.746576,41.551954
bg,BGAG49494_00,Maglizh,NI,1,3181,3261.0,-80.0,0,0.0,0,0.0,3181,3261.0,NC,NC,NC,NR,NR,3181,0,0,0,0,NC,NC,NR,NR,NR,3261.0,0.0,0.0,0.0,0.0,11.76,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.547519,42.606776
bg,BGAG49686_00,Mikrevo,CSA,1,2493,2493.0,0.0,2119,2119.0,0,0.0,374,374.0,NC,NC,NC,NR,NR,374,2119,2119,0,0,NC,NC,NC,NR,NR,374.0,2119.0,2119.0,0.0,0.0,1.19,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.196017,41.620034
bg,BGAG62858_00,Rogosh,CSA,1,5619,3065.0,2554.0,787,582.0,0,0.0,4832,2483.0,NC,NC,NC,NR,NR,4832,787,787,0,0,?,NC,NR,NR,NC,2483.0,0.0,0.0,0.0,0.0,17.37,Building of a collecting system or IAS,0,1,0,0,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.864634,42.181826
bg,BGAG62949_00,Rozino,CSA,1,4306,4278.0,28.0,336,556.0,0,0.0,3970,3722.0,NC,NC,NC,NR,NR,3970,336,336,0,0,?,NC,NR,NR,NC,3722.0,0.0,0.0,0.0,0.0,14.29,Building of a collecting system or IAS,0,1,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.54671,42.712618
bg,BGAG65139_00,Sadovo,NI,1,2657,3063.0,-406.0,0,0.0,0,0.0,2657,3063.0,NC,NC,NC,NR,NR,2657,0,0,0,0,NC,NC,NR,NR,NR,3063.0,0.0,0.0,0.0,0.0,9.58,Building of a collecting system or IAS,0,1,0,0,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.93851,42.13038
bg,BGAG65334_00,Sandanski,CSA,2,27995,35990.0,-7995.0,22172,28792.0,224,0.0,5599,7198.0,NC,NC,NC,NC,NR,5599,22172,22172,22172,22172,NC,NC,NC,NC,NR,7198.0,28792.0,28792.0,28792.0,28792.0,8.42,Building of a collecting system or IAS,0,1,0,0,,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.278897,41.566754
bg,BGAG65365_00,Sapareva banya,CSA,1,8816,8816.0,0.0,8375,8375.0,0,0.0,441,441.0,NC,NC,NC,NR,NR,441,8375,8375,0,0,NC,NC,NC,NR,NR,441.0,8375.0,8375.0,0.0,0.0,0.97,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.258177,42.294913
bg,BGAG66460_00,Simitli,CSA,1,9877,9877.0,0.0,8889,8889.0,0,0.0,988,988.0,NC,NC,NC,NR,NR,988,8889,8889,0,0,NC,NC,NC,NR,NR,988.0,8889.0,8889.0,0.0,0.0,2.91,Building of a collecting system or IAS,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.116097,41.892354
bg,BGAG72165_00,Tvarditsa,CSA,1,4634,5671.0,-1037.0,2317,2836.0,0,0.0,2317,2836.0,NC,NC,NC,NR,NR,2317,2317,2317,0,0,NC,NC,NC,NR,NR,2836.0,2836.0,2836.0,0.0,0.0,8.19,Building of a collecting system or IAS,0,1,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.897,42.701834
bg,BGAG72761_00,Topolovgrad,CSA,1,5130,5130.0,0.0,4463,4463.0,0,0.0,667,667.0,NC,NC,NC,NR,NR,667,4463,4463,0,0,NC,NC,NC,NR,NR,667.0,4463.0,4463.0,0.0,0.0,2.08,Building of a collecting system or IAS,0,1,0,0,,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,26.34085,42.084501
bg,BGAG72789_00,Topolovo,CSA,1,3498,2634.0,864.0,2309,1738.0,0,0.0,1189,896.0,NC,NC,NC,NR,NR,1189,2309,2309,0,0,?,NC,NR,NR,NC,896.0,0.0,0.0,0.0,0.0,4.12,Building of a collecting system or IAS,0,1,0,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.005299,41.90233
bg,BGAG73242_00,Trud,CSA,1,4301,4044.0,257.0,3871,3720.0,0,0.0,430,324.0,NC,NC,NC,NR,NR,430,3871,3871,0,0,?,NC,NR,NR,NC,324.0,0.0,0.0,0.0,0.0,1.27,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.724563,42.232092
bg,BGAG87240_00,Yagodovo,CSA,1,2895,2995.0,-100.0,87,90.0,0,0.0,2808,2905.0,NC,NC,NC,NR,NR,2808,87,87,0,0,NC,NC,NC,NR,NR,2905.0,90.0,90.0,0.0,0.0,10.12,Building of a collecting system or IAS,0,1,0,0,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.850112,42.110407
bg,BGAG87338_00,Yakoruda,NA,1,5804,5804.0,0.0,5340,5340.0,0,0.0,464,464.0,NC,NC,NC,NR,NR,464,5340,5340,0,0,NC,NC,NC,NR,NR,464.0,5340.0,5340.0,0.0,0.0,1.28,Building of a collecting system or IAS,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,23.672576,42.016674
es,ES11060990001010,PARRA (LA),CSA,1,5500,5500.0,0.0,5500,5500.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,5500,5500,0,0,NC,C,NC,NR,NR,0.0,5500.0,5500.0,0.0,0.0,,,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.62204,38.5228
es,ES11061150001010,ROCA DE LA SIERRA (LA),CSA,1,4000,4000.0,0.0,4000,4000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,4000,0,0,NC,C,NC,NR,NR,0.0,0.0,4000.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.68654,39.1096
es,ES11061240001010,SEGURA DE LEON,CSA,1,4400,4400.0,0.0,4400,4400.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,4400,4400,0,0,NC,C,NC,NR,NR,0.0,4400.0,4400.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.52867,38.1215
es,ES11061310001010,TORRE DE MIGUEL SESMERO,CSA,1,2300,2300.0,0.0,2300,2300.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,2300,2300,0,0,NC,C,NC,NR,NR,0.0,2300.0,2300.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.79573,38.6208
es,ES11061400001010,VALENCIA DEL MOMBUEY,NA,1,2300,2300.0,0.0,2300,2300.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,2300,2300,0,0,NC,C,NC,NR,NR,0.0,2300.0,2300.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-7.11727,38.2441
es,ES11061460001010,VALLE DE LA SERENA,CSA,1,5300,5300.0,0.0,5300,5300.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,5300,5300,0,0,NC,C,NC,NR,NR,0.0,0.0,5300.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-5.79703,38.7043
es,ES11061510001010,VILLAGONZALO,CSA,1,2200,2200.0,0.0,2200,2200.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,2200,2200,0,0,NC,C,NC,NR,NR,0.0,2200.0,2200.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.19623,38.8647
es,ES11061530004010,VALDIVIA,NA,1,4500,4500.0,0.0,4500,4500.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,4500,4500,0,0,NC,C,NC,NR,NR,0.0,4500.0,4500.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-5.70972,39.0351
es,ES1110060009010,JEDULA,CSA,1,3730,3730.0,0.0,3730,3730.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,3730,3730,0,0,NC,C,NC,NR,NR,0.0,3730.0,3730.0,0.0,0.0,,,0,1,0,1,3.0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-5.93123,36.72654
es,ES11100690001010,CUMBRE (LA),CSA,1,4000,4000.0,0.0,4000,4000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,4000,4000,0,0,NC,C,NC,NR,NR,0.0,4000.0,4000.0,0.0,0.0,,,0,1,0,0,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-5.97403,39.4053
es,ES11101120001010,MADRIGALEJO,NA,1,3900,3900.0,0.0,3900,3900.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,3900,3900,0,0,NC,C,NC,NR,NR,0.0,3900.0,3900.0,0.0,0.0,,,0,1,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-5.62293,39.1423
es,ES11101240001010,MOHEDAS DE GRANADILLA,CSA,1,3100,3100.0,0.0,3100,3100.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,3100,3100,0,0,NC,C,NC,NR,NR,0.0,0.0,3100.0,0.0,0.0,,,0,1,0,0,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.19947,40.2697
es,ES11101440001010,PESGA (LA),NA,1,3200,3200.0,0.0,3200,3200.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,3200,3200,0,0,NC,C,NC,NR,NR,0.0,0.0,3200.0,0.0,0.0,,,0,1,0,1,3.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-6.17314,40.326
es,ES1140570002010,RAMBLA (LA)-MONTALBAN,NA,2,18851,18851.0,0.0,18851,18851.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,18851,18851,0,0,NC,C,NC,NR,NR,0.0,18851.0,18851.0,0.0,0.0,,,0,1,0,0,,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-4.73864,37.6083
es,ES1140600009010,SANTAELLA,NA,1,5154,5154.0,0.0,5154,5154.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,5154,5154,0,0,NC,C,NC,NR,NR,0.0,5154.0,5154.0,0.0,0.0,,,0,1,0,0,,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-4.84364,37.56766
es,ES1180270001010,BENALUA DE GUADIX-FONELAS,NA,1,5116,5116.0,0.0,5116,5116.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,5116,5116,0,0,NC,C,NC,NR,NR,0.0,5116.0,5116.0,0.0,0.0,,,0,1,0,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.16575,37.35273
es,ES1180480001010,CIJUELA,NA,1,3184,3184.0,0.0,3184,3184.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,3184,3184,0,0,NC,C,NC,NR,NR,0.0,3184.0,3184.0,0.0,0.0,,,0,1,0,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.80994,37.197629
es,ES1180510001020,COLOMERA,NA,1,2525,2525.0,0.0,2525,2525.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,2525,0,0,NC,C,NC,NR,NR,0.0,0.0,2525.0,0.0,0.0,,,0,1,0,0,,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.71332,37.37486
es,ES1180590001010,CHAUCHINA,NA,1,5072,5072.0,0.0,5072,5072.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,5072,5072,0,0,NC,C,NC,NR,NR,0.0,5072.0,5072.0,0.0,0.0,,,0,1,0,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.772728,37.198481
es,ES1180660001010,DEIFONTES,CSA,1,4020,4020.0,0.0,4020,4020.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,4020,4020,0,0,NC,C,NC,NR,NR,0.0,4020.0,4020.0,0.0,0.0,,,0,1,0,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.59342,37.3263
es,ES1181580011010,VALDERRUBIO,NA,1,2073,2073.0,0.0,2073,2073.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,2073,2073,0,0,NC,C,NC,NR,NR,0.0,2073.0,2073.0,0.0,0.0,,,0,1,0,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.818324,37.236692
es,ES1181670002010,PURULLENA,NA,1,3706,3706.0,0.0,3706,3706.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,3706,0,0,NC,C,NC,NR,NR,0.0,0.0,3706.0,0.0,0.0,,,0,1,0,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,-3.18909,37.31868
