"cc";"aggcode";"aggname";"typeofsensitivearea";"sizecat";"generatedload_10th";"generatedload_9th";"generatedload_delta";"connectedload_10th";"connectedload_9th";"iasload_10th";"iasload_9th";"dischargewithouttreatment_10th";"dischargewithouttreatment_9th";"gp_10th";"art3_10th";"art4_10th";"art5_10th";"art6_10th";"dtt3_10th";"dtt4t_10th";"dtt4p_10th";"dtt5t_10th";"dtt5p_10th";"gp_9th";"art3_9th";"art4_9th";"art5_9th";"art6_9th";"dtt3_9th";"dtt4t_9th";"dtt4p_9th";"dtt5t_9th";"dtt5p_9th";"flagginv";"flaggmeasures";"nb_uwwtp";"nb_uwwtp_conn";"nb_dcp";"near_natura2000_uww_impacted";"near_natura2000_uww_impacted_intensity";"wfd_ecologicalstatus";"wfd_chemicalstatus";"wfd_uwwtd_status_point_p11";"wfd_uwwtd_status_point_p12";"wfd_uwwtd_status_diffuse_p26";"spztype_catchmentOfSensitiveArea";"spztype_coastalSensitiveArea";"spztype_lakeSensitiveArea";"spztype_otherProtectedArea";"spztype_riverSensitiveArea";"spztype_transitionalSensitiveArea";"spztype_freshwaterFishDesignatedWater";"spztype_shellfishDesignatedWater";"spztype_drinkingWaterProtectionArea";"spztype_nitrateVulnerableZone";"score";"status";"x";"y"
"bg";"BGAG14218_00";"Gabrovo";"CSA";2;80400;80400;0;80014;77184;0;0;386;3216;"NC";"C";"NC";"NC";"NR";386;2830;2830;2830;2830;"NC";"NC";"NC";"NC";"NR";3216;804;77184;804;77184;1,29;"Building of a collecting system or IAS";1;1;1;0;;"4";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;25,31;42,87
"bg";"BGAG14831_00";"German";"CSA";1;2628;2628;0;0;0;1840;0;788;2628;"NC";"NC";"NC";"NR";"NR";788;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2628;0;0;0;0;10,41;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,40;42,60
"bg";"BGAG21912_00";"Dolni chiflik";"CSA";1;6340;6476;-136;3107;5181;3107;0;127;1295;"NC";"QC";"NC";"NR";"NR";127;0;3107;0;0;"NC";"NC";"NC";"NR";"NR";1295;0;5181;0;0;11,43;"Replacement of IAS by collection";1;1;1;0;;"3";"-1";0;1;0;1;0;0;0;0;0;0;0;1;0;;1;27,72;42,99
"bg";"BGAG22215_00";"Dolna Mitropoliya";"CSA";1;2973;2973;0;0;0;2914;0;59;2973;"NR";"QC";"NR";"NR";"NR";59;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2973;0;0;0;0;6,64;"Building a conection to WWTP, building of a collecting system or IAS";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;24,52;43,46
"bg";"BGAG22232_00";"Dolna Oriahovica";"CSA";1;2937;2937;0;1850;1850;1028;0;59;1087;"NC";"QC";"NC";"NR";"NR";59;1850;1850;0;0;"NC";"NC";"NC";"NR";"NR";1087;0;0;0;0;3,78;"Building of a collecting system or IAS, construction connection to WWTP";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;25,73;43,15
"bg";"BGAG24030_00";"Dulovo";"CSA";1;8741;8721;20;3584;4012;4982;0;175;4709;"NC";"QC";"NC";"NR";"NR";175;3584;3584;0;0;"NC";"NC";"NC";"NR";"NR";4709;4012;4012;0;0;11,55;"Replacement of IAS by collection";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;27,14;43,82
"bg";"BGAG27303_00";"Elin Pelin";"CSA";2;10474;10474;0;8641;8693;52;0;1781;1781;"NC";"NC";"NC";"NC";"NR";1781;8641;7122;8641;8641;"NC";"NC";"NC";"NC";"NR";1781;8693;7122;8693;8693;2,60;"Building of collecting system or IAS, Renewal or reconstruction of the collecting system";1;1;1;0;;"4";"-1";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,60;42,66
"bg";"BGAG32901_00";"Ihtiman";"CSA";2;12812;12812;0;10250;10250;2306;0;256;2562;"NC";"QC";"C";"NC";"NR";256;0;0;10250;10250;"NC";"NC";"NC";"NC";"NR";2562;0;10250;10250;10250;3,69;"Replacement of IAS by collection";1;1;1;0;;"3";"-1";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;23,81;42,43
"bg";"BGAG35064_00";"Kavarna";"SA";2;12440;12831;-391;7464;6031;4727;0;249;6800;"NC";"QC";"C";"NC";"NR";249;0;0;7464;7464;"NC";"NC";"NC";"NC";"NR";6800;0;0;6031;6031;5,87;"Replacement of IAS by collection";1;1;1;1;3;"3";"-1";0;0;0;1;0;0;0;0;0;1;1;1;0;;1;28,33;43,43
"bg";"BGAG35239_00";"Kazichene";"CSA";1;4737;4737;0;0;0;2842;0;1895;4737;"NC";"NC";"NC";"NR";"NR";1895;0;0;0;0;"NC";"NC";"NR";"NR";"NR";4737;0;0;0;0;52,98;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,46;42,65
"bg";"BGAG37376_00";"Knezha";"CSA";2;10500;10500;0;3675;3665;6615;21;210;6815;"NC";"QC";"C";"NC";"NR";210;0;0;0;3675;"NC";"NC";"NC";"NC";"NR";6815;0;0;0;3686;10,60;"Replacement of IAS by collection";1;1;1;0;;"3";"-1";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;24,08;43,49
"bg";"BGAG40909_00";"Kardzhali";"CSA";2;50488;54068;-3580;46802;52446;2676;0;1010;1622;"NC";"QC";"NC";"NC";"NR";1010;1287;1287;1287;1287;"NC";"NC";"NC";"NC";"NR";1622;0;52446;0;52446;4,82;"Building of collecting system or IAS, Renewal or reconstruction of the collecting system";1;1;1;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;25,37;41,64
"bg";"BGAG44063_00";"Lozen";"CSA";1;6250;6250;0;0;0;4500;0;1750;6250;"NC";"NC";"NC";"NR";"NR";1750;0;0;0;0;"NC";"NC";"NR";"NR";"NR";6250;0;0;0;0;10,41;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,49;42,60
"bg";"BGAG51250_00";"Negovan";"CSA";1;2596;2596;0;0;0;2466;0;130;2596;"NC";"NC";"NC";"NR";"NR";130;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2596;0;0;0;0;14,79;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,40;42,76
"bg";"BGAG51500_00";"Nesebar-Ravda-Slanchev bryag";"SA";3;193406;181653;11753;192826;181653;580;0;0;0;"NC";"C";"NC";"NC";"NR";0;8046;38952;38952;38952;"NC";"C";"C";"NC";"NR";0;0;0;181653;181653;1,89;"Building of collecting system or IAS, Renewal or reconstruction of the collecting system";2;2;2;0;;"4";"2";0;1;0;1;0;0;0;0;0;1;1;1;0;;1;27,72;42,65
"bg";"BGAG51809_00";"Nova Zagora";"CSA";2;24368;22735;1633;22906;22053;975;59;487;623;"NC";"QC";"C";"NC";"NR";487;0;0;22906;0;"NC";"NC";"NC";"NC";"NR";623;0;22053;22053;22053;2,57;"Replacement of IAS by collection, rehalilitation or reconstruction of existing CS";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;26,01;42,48
"bg";"BGAG52012_00";"Novi han";"CSA";1;2592;2592;0;778;778;0;0;1814;1814;"NC";"NC";"NC";"NR";"NR";1814;778;778;0;0;"NC";"NC";"NC";"NR";"NR";1814;778;778;0;0;6,49;"Building of a collecting system or IAS";1;1;1;0;;"4";"-1";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,59;42,60
"bg";"BGAG55155_00";"Pazardzhik";"CSA";2;68404;156000;-87596;68329;155984;75;16;0;0;"NC";"C";"C";"NC";"NR";0;0;0;68329;68329;"NC";"C";"C";"NC";"NR";0;0;0;155984;155984;;;1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;24,33;42,19
"bg";"BGAG55419_00";"Pancharevo";"CSA";1;3247;3247;0;0;0;1948;0;1299;3247;"NC";"NC";"NC";"NR";"NR";1299;0;0;0;0;"NC";"NC";"NR";"NR";"NR";3247;0;0;0;0;6,84;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,40;42,59
"bg";"BGAG55871_00";"Pernik";"CSA";2;75939;84075;-8136;68345;71464;7442;0;152;12611;"NC";"QC";"NC";"NC";"NR";152;1367;1367;68345;1367;"NC";"NC";"NC";"NC";"NR";12611;841;841;71464;71464;9,60;"Replacement of IAS by collection, Renewal or reconstruction of the collecting system";1;1;1;0;;"3";"-1";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;23,03;42,59
"bg";"BGAG56722_00";"Pleven";"CSA";3;111507;111507;0;110392;89206;0;0;1115;22301;"NC";"C";"C";"NC";"NR";1115;0;0;110392;0;"NC";"NC";"NC";"NC";"NR";22301;0;0;89206;89206;4,24;"Renewal or reconstruction of the collecting system";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;24,61;43,41
"bg";"BGAG56784_00";"Plovdiv";"CSA";3;378454;552181;-173727;376562;541137;0;0;1892;11044;"NC";"C";"C";"NC";"NR";1892;0;0;376562;376562;"NC";"NC";"NC";"NC";"NR";11044;0;541137;541137;541137;32,90;"Building of collecting system or IAS, Renewal or reconstruction of the collecting system";1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;24,74;42,14
"bg";"BGAG57649_00";"Popovo";"CSA";2;19924;19924;0;18729;18928;996;104;199;893;"NC";"QC";"NC";"NC";"NR";199;199;199;18729;199;"NC";"NC";"NC";"NC";"NR";893;199;199;18928;18928;1,28;"Replacement of IAS by collection";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;26,22;43,34
"bg";"BGAG61577_00";"Radomir";"CSA";2;13207;21621;-8414;12666;19459;528;0;13;2162;"NC";"QC";"C";"NC";"NR";13;0;0;12666;12666;"NC";"NC";"NC";"NC";"NR";2162;0;0;19459;19459;3,60;"Replacement of IAS by collection, rehalilitation or reconstruction of existing collecting system";1;1;1;0;;"3";"-1";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;22,95;42,55
"bg";"BGAG61710_00";"Razgrad";"CSA";2;78300;78300;0;76734;76734;157;0;1409;1566;"NC";"C";"C";"NC";"NR";1409;0;0;76734;0;"NC";"C";"C";"NC";"NR";1566;0;0;76734;76734;;;1;1;1;0;;"4";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;26,52;43,54
"bg";"BGAG63427_00";"Ruse";"CSA";3;157148;213300;-56152;150862;200502;3143;0;3143;12798;"NC";"NC";"NC";"NC";"NR";3143;11000;11000;11000;11000;"NC";"NC";"NC";"NC";"NR";12798;63990;63990;63990;200502;19,48;"Building of collecting system or IAS, Replacement of IAS by collection, Renewal or reconstruction of the collecting system";1;1;1;0;;"3";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;25,95;43,84
"bg";"BGAG65601_00";"Svetovrachene";"CSA";1;2357;2357;0;0;0;1179;0;1179;2357;"NC";"NC";"NC";"NR";"NR";1179;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2357;0;0;0;0;14,00;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,38;42,78
"bg";"BGAG67653_00";"Smolyan";"CSA";2;29801;21310;8491;18179;14917;11026;0;596;6393;"NC";"QC";"C";"NC";"NR";596;0;0;18179;0;"NC";"NC";"NC";"NC";"NR";6393;0;0;14917;14917;4,75;"Replacement of IAS by collection";1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;24,69;41,57
"bg";"BGAG67800_01";"Dijuni";"SA";1;3199;4009;-810;3199;3287;0;0;0;722;"NC";"C";"NC";"NR";"NR";0;0;3199;0;0;"NC";"NC";"NC";"NR";"NR";722;0;0;0;0;;;1;1;1;1;3;"3";"-1";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;27,72;42,40
"bg";"BGAG68134_00";"Sofia";"CSA";4;2037000;2037000;0;1629600;1527750;387030;3259;20370;505991;"NC";"NC";"NC";"NC";"NR";20370;20370;20370;20370;20370;"NC";"NC";"NC";"NC";"NR";505991;20370;20370;20370;1527750;338,75;"Replacement of IAS by collection";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,32;42,69
"bg";"BGAG68789_00";"Dupnitsa";"CSA";2;43694;56223;-12529;39325;53412;3496;0;874;2811;"NC";"QC";"NC";"NC";"NR";874;6117;6117;39325;6117;"NC";"NC";"NC";"NC";"NR";2811;7871;7871;53412;53412;5,59;"Building of a collecting system or IAS";1;1;1;0;;"4";"-1";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;23,11;42,26
"bg";"BGAG68850_00";"Stara Zagora";"CSA";3;233367;173944;59423;221699;173805;9335;139;2334;0;"NC";"NC";"NC";"NC";"NR";2334;0;0;0;0;"C";"C";"C";"C";"NR";0;0;0;0;0;9,17;"Replacement of IAS by collection, rehalilitation or reconstruction of existing collecting system";1;1;1;0;;"5";"2";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;25,63;42,42
"bg";"BGAG72223_00";"Batanovtsi";"CSA";1;2245;2498;-253;1796;1998;404;0;45;500;"NC";"QC";"NC";"NR";"NR";45;1123;1123;0;0;"NC";"NC";"NC";"NR";"NR";500;0;0;0;0;1,49;"Building of a collecting system or IAS";1;1;1;0;;"3";"-1";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;22,95;42,60
"bg";"BGAG72271_00";"Tervel";"CSA";1;5810;10897;-5087;5810;10897;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;0;5810;0;0;"NC";"C";"NC";"NR";"NR";0;10897;10897;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;;1;27,40;43,74
"bg";"BGAG73359_00";"Trastenik";"CSA";1;4123;4123;0;0;0;4041;0;82;4123;"NR";"QC";"NR";"NR";"NR";82;0;0;0;0;"NC";"NC";"NR";"NR";"NR";4123;0;0;0;0;4,72;"Building a conection to WWTP, building of a collecting system or IAS";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;24,47;43,52
"bg";"BGAG73403_00";"Tryavna";"CSA";2;10425;10425;0;10408;9070;0;0;17;1355;"NC";"C";"NC";"NC";"NR";17;104;104;104;104;"NC";"NC";"NC";"NC";"NR";1355;0;9070;0;9070;0,01;"Building connection to WWTP";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;25,49;42,86
"bg";"BGAG73626_00";"Targovishte";"CSA";2;37885;37885;0;37790;37127;0;0;95;758;"NC";"C";"C";"NC";"NR";95;0;0;37790;0;"NC";"C";"C";"NC";"NR";758;0;0;37127;37127;;;1;1;1;0;;"5";"3";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;26,57;43,24
"bg";"BGAG80409_00";"Chepintsi";"CSA";1;2944;2944;0;0;0;2355;0;589;2944;"NC";"NC";"NC";"NR";"NR";589;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2944;0;0;0;0;28,83;"Building of a collecting system or IAS";1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;23,42;42,75
"bg";"BGAG87597_00";"Yasen";"CSA";1;2297;2297;0;0;0;2251;0;46;2297;"NR";"QC";"NR";"NR";"NR";46;0;0;0;0;"NC";"NC";"NR";"NR";"NR";2297;0;0;0;0;6,11;"Building a conection to WWTP, building of a collecting system or IAS";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;1;0;;1;24,52;43,43
"cy";"CY107-Agglo";"Dhali";"NA";2;11000;11000;0;2350;2350;3507;0;5144;8650;"NC";"NC";"NC";"NR";"NR";5144;0;0;0;0;"NC";"NC";"NC";"NR";"NR";8650;0;0;0;0;28,00;"Extension of the Collecting System";1;1;5;0;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;;1;33,41;35,02
"cy";"CY110-Agglo";"Kakopetria";"NA";1;2500;2500;0;1200;1200;50;0;1250;1300;"NC";"NC";"NC";"NR";"NR";1250;0;0;0;0;"NC";"NC";"NC";"NR";"NR";1300;0;1200;0;0;3,00;"Building of a Treatment Plant";1;1;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;32,90;34,99
"cy";"CY406-Agglo";"Livadhia";"NA";1;5500;5500;0;2800;2800;110;0;2590;2700;"NC";"NC";"NC";"NR";"NR";2590;0;0;0;0;"NC";"NC";"NC";"NR";"NR";2700;0;0;0;0;8,00;"Extension of the Collecting System";2;2;4;0;;"2";"2";0;0;0;0;0;0;0;0;0;0;0;1;0;;1;33,63;34,94
"cy";"CY52-Agglo";"Agia Phyla";"NA;CSA";2;65000;65000;0;60990;28418;1300;0;2711;36582;"NC";"NC";"NC";"NC";"NR";2711;0;0;0;0;"NC";"NC";"NC";"NC";"NR";36582;0;0;0;0;91,00;"Building of a new pumping station for diverting the flow to the existing Limassol wastewater treatment plant.";1;1;7;0;;"3";"2";0;0;0;0;0;1;0;0;0;0;0;1;0;;1;33,02;34,70
"cz";"CZAG507504";"Koberice";"SA";1;2575;3320;-745;2524;3254;52;66;0;0;"NC";"C";"NC";"NR";"NR";0;670;670;0;0;"NC";"C";"NC";"NR";"NR";0;1228;1228;0;0;;;1;1;1;0;;"5";"3";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;18,05;49,98
"cz";"CZAG507580";"Kravare";"SA";1;6541;6820;-279;6541;6820;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;458;458;0;0;"NC";"C";"NC";"NR";"NR";0;477;477;0;0;;;1;1;1;0;;"3";"3";0;0;0;1;0;0;1;0;0;0;0;0;0;;1;18,00;49,93
"cz";"CZAG530883";"Vlasim";"SA";2;11429;14790;-3361;10172;13163;1257;1627;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;1257;1257;"NC";"QC";"C";"NC";"NR";0;0;0;1627;1627;;;2;2;2;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,89;49,70
"cz";"CZAG532053";"Kladno";"SA";2;67079;65010;2069;67079;65010;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;59700;"NC";"C";"C";"NC";"NR";0;0;0;0;57859;;;2;2;2;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,10;50,14
"cz";"CZAG535087";"Neratovice";"SA";2;15065;14520;545;12956;12487;2109;2033;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;0;12956;"NC";"QC";"C";"NC";"NR";0;0;0;12487;0;;;1;1;1;0;;"4";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,52;50,25
"cz";"CZAG554782-1";"Praha (zbyvajici mestske casti)";"SA";4;1533060;1143070;389990;1517729;1131639;15331;11431;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;0;1517729;"NC";"QC";"C";"NC";"NR";0;0;0;0;1131639;;;1;1;1;1;3;"4";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,46;50,08
"cz";"CZAG554782-16";"Praha - Ujezd nad Lesy";"SA";2;10328;10790;-462;9812;10251;516;540;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;0;9812;"C";"QC";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;1;0;0;0;0;0;0;;1;14,65;50,07
"cz";"CZAG554782-9";"Praha - Cakovice (Miskovice)";"SA";2;18336;17920;416;17969;17562;367;358;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;17969;"C";"C";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,54;50,15
"cz";"CZAG554804";"Usti nad Labem";"SA";2;97252;91410;5842;90444;85011;6808;6399;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;1945;1945;"NC";"QC";"C";"NC";"NR";0;0;0;2742;2742;;;3;3;3;0;;"4";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,04;50,66
"cz";"CZAG554821";"Ostrava";"SA";3;269977;314400;-44423;256478;298680;13499;15720;0;0;"NC";"QC";"NC";"NC";"NR";0;5939;5939;7559;9989;"NC";"QC";"NC";"NC";"NR";0;25152;25152;27038;47160;;;5;5;5;1;3;"4";"3";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;18,24;49,83
"cz";"CZAG559491";"Tlucna";"SA";2;12416;1720;10696;10554;;1862;;0;;"NC";"QC";"C";"NC";"NR";0;0;0;0;10554;;;;;;;;;;;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;13,23;49,72
"cz";"CZAG561681";"Kamenicky Senov";"SA";1;3939;4030;-91;2521;2579;1418;1451;0;0;"NC";"QC";"NC";"NR";"NR";0;945;945;0;0;"NC";"QC";"NC";"NR";"NR";0;967;967;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,47;50,77
"cz";"CZAG562335";"Decin";"SA";2;49520;49160;360;43578;43261;5942;5899;0;0;"NC";"QC";"NC";"NC";"NR";0;495;495;495;495;"NC";"QC";"NC";"NC";"NR";0;983;983;983;983;;;1;1;1;1;3;"4";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,20;50,76
"cz";"CZAG562351";"Benesov nad Ploucnici";"SA";1;4020;3710;310;3377;3116;643;594;0;0;"NC";"QC";"NC";"NR";"NR";0;121;121;0;0;"NC";"QC";"NC";"NR";"NR";0;111;111;0;0;;;1;1;1;1;3;"3";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,31;50,74
"cz";"CZAG562581";"Jirikov";"SA";1;2696;3880;-1184;1725;2367;971;1513;0;0;"NC";"QC";"NC";"NR";"NR";0;162;162;0;0;"NC";"QC";"NC";"NR";"NR";0;543;543;0;0;;;2;2;2;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,55;50,99
"cz";"CZAG562611";"Krasna Lipa";"SA";1;3478;2850;628;2504;2052;974;798;0;0;"NC";"QC";"NC";"NR";"NR";0;35;35;0;0;"NC";"QC";"NC";"NR";"NR";0;428;428;0;0;;;1;1;1;0;;"2";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,49;50,90
"cz";"CZAG562777";"Rumburk";"SA";2;11095;10890;205;8099;7950;2996;2940;0;0;"NC";"QC";"NC";"NC";"NR";0;222;222;222;222;"NC";"QC";"NC";"NC";"NR";0;218;218;218;218;;;1;1;1;0;;"4";"3";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;14,55;50,94
"cz";"CZAG562858";"Sluknov";"SA";1;5381;5380;1;3605;3605;1776;1775;0;0;"NC";"QC";"NC";"NR";"NR";0;108;108;0;0;"NC";"QC";"NC";"NR";"NR";0;108;108;0;0;;;1;1;1;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,46;51,01
"cz";"CZAG562882";"Varnsdorf";"SA";2;20562;15040;5522;17683;12934;2879;2106;0;0;"NC";"QC";"NC";"NC";"NR";0;411;411;411;411;"NC";"QC";"NC";"NC";"NR";0;301;301;301;301;;;1;1;1;0;;"4";"3";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;14,59;50,90
"cz";"CZAG563510";"Jablonec nad Nisou";"SA";2;45510;44730;780;40049;39362;5461;5368;0;0;"NC";"QC";"NC";"NC";"NR";0;455;455;455;455;"NC";"QC";"NC";"NC";"NR";0;447;447;447;447;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;15,15;50,73
"cz";"CZAG563790";"Rychnov u Jablonce nad Nisou";"SA";1;2425;2710;-285;2013;2249;412;461;0;0;"NC";"QC";"NC";"NR";"NR";0;0;2013;0;0;"C";"QC";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;15,15;50,68
"cz";"CZAG563889";"Liberec";"SA";3;172000;102300;69700;139320;82863;32680;19437;0;0;"NC";"QC";"NC";"NC";"NR";0;688;688;688;688;"NC";"QC";"NC";"NC";"NR";0;1023;1023;1023;1023;;;1;1;1;1;3;"3";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;15,05;50,75
"cz";"CZAG564117";"Chrastava";"SA";1;6000;6340;-340;3840;4058;2160;2282;0;0;"NC";"QC";"NC";"NR";"NR";0;30;30;0;0;"NC";"QC";"NC";"NR";"NR";0;63;63;0;0;;;1;1;1;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;14,96;50,81
"cz";"CZAG574082";"Hronov";"SA";1;6112;6520;-408;6112;6520;0;0;0;0;"NC";"C";"NC";"NR";"NR";0;61;61;0;0;"NC";"C";"NC";"NR";"NR";0;65;65;0;0;;;1;1;1;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;16,18;50,47
"cz";"CZAG579203";"Dvur Kralove nad Labem";"SA";2;12043;16070;-4027;10959;14624;1084;1446;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;0;10959;"C";"QC";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;15,80;50,42
"cz";"CZAG580121";"Dolni Dobrouc";"SA";1;2600;2550;50;2600;1658;0;893;0;0;"NC";"C";"NC";"NR";"NR";0;78;78;0;0;"NC";"QC";"NC";"NR";"NR";0;306;306;0;0;;;1;1;1;0;;"4";"3";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;16,51;49,97
"cz";"CZAG590266";"Trebic";"SA";2;48493;37740;10753;48008;37363;485;377;0;0;"NC";"C";"C";"NC";"NR";0;0;0;0;48008;"C";"C";"C";"C";"NR";0;0;0;0;0;;;1;1;1;0;;"4";"3";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;15,87;49,22
"cz";"CZAG597678";"Moravsky Beroun";"SA";1;4471;3120;1351;4158;2902;313;218;0;0;"NC";"QC";"NC";"NR";"NR";0;0;4158;0;0;"C";"QC";"C";"NR";"NR";0;0;0;0;0;;;1;1;1;0;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;17,44;49,80
"cz";"CZAG598810";"Trinec";"SA";2;64641;44570;20071;48481;33428;16160;11143;0;0;"NC";"QC";"C";"NC";"NR";0;0;0;65;65;"NC";"QC";"C";"NC";"NR";0;0;0;45;45;;;2;2;2;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;18,64;49,66
"cz";"CZAG598917";"Karvina";"SA";2;50907;56680;-5773;50907;56680;0;0;0;0;"NC";"C";"C";"NC";"NR";0;0;0;509;509;"NC";"C";"C";"NC";"NR";0;567;567;567;567;;;2;2;2;0;;"3";"3";0;0;0;1;0;0;0;0;0;0;0;1;0;;1;18,51;49,84
"cz";"CZAG598925";"Albrechtice";"SA";1;2189;4160;-1971;1620;3078;569;1082;0;0;"NC";"QC";"NC";"NR";"NR";0;88;88;0;0;"NC";"QC";"NC";"NR";"NR";0;166;166;0;0;;;2;2;2;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;18,52;49,78
